id,formula,elements,family,family_reason,metal_sub_family,metal_supplier,alloy_validation,batch_size_g,max_workshop_g,scale_limit_reason,ingredients,firing_schedule,estimated_cost_eur,confidence,confidence_reason,warnings,safety_flags,db_temp_c,crystal_system,space_group,bandgap_ev
Er1Gd1Nd2O18Se6,Er1Gd1Nd2O18Se6,"{""Er"": 1, ""Gd"": 1, ""Nd"": 2, ""O"": 18, ""Se"": 6}",rare_earth_oxide,rare-earth-containing oxide ceramic,,,,100,300,rare-earth cost; keep batches small,"[{""element"": ""Er"", ""precursor"": ""Er2O3"", ""name"": ""erbium oxide"", ""mass_g"": 13.9, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich €45/25g; moderate cost""}, {""element"": ""Gd"", ""precursor"": ""Gd2O3"", ""name"": ""gadolinium oxide"", ""mass_g"": 13.2, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich""}, {""element"": ""Nd"", ""precursor"": ""Nd2O3"", ""name"": ""neodymium oxide"", ""mass_g"": 24.5, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich""}, {""element"": ""Se"", ""precursor"": ""Se"", ""name"": ""selenium (elemental)"", ""mass_g"": 34.5, ""safety"": ""MODERATE"", ""supplier"": ""toxic, ventilation""}]","{""calcine_c"": 900, ""calcine_h"": 2, ""sinter_c"": 1200, ""sinter_range_c"": [1100, 1300], ""sinter_h"": 4, ""ramp"": ""3°C/min""}",38.25,LOW,"3 rare elements, speculative composition",[],"Er2O3: MODERATE — Sigma-Aldrich €45/25g; moderate cost; Gd2O3: MODERATE — Sigma-Aldrich; Nd2O3: MODERATE — Sigma-Aldrich; Se: MODERATE — toxic, ventilation",900,triclinic,P1,
Ag1Nd20Si15,Ag1Nd20Si15,"{""Ag"": 1, ""Nd"": 20, ""Si"": 15}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Ag"", ""precursor"": ""Ag"", ""name"": ""silver metal"", ""mass_g"": 6.3, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Nd"", ""precursor"": ""Nd"", ""name"": ""neodymium metal"", ""mass_g"": 169.0, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 24.7, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",9.26,MEDIUM,"3 elements, 2 rare; template applicable",[],Ag: DANGEROUS — expensive; Nd: MODERATE — expensive,1200,triclinic,P1,
Li8Sb2Sn6Y8,Li8Sb2Sn6Y8,"{""Li"": 8, ""Sb"": 2, ""Sn"": 6, ""Y"": 8}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Li"", ""precursor"": ""Li2CO3"", ""name"": ""lithium carbonate (NEVER elemental Li)"", ""mass_g"": 34.3, ""safety"": ""SAFE"", ""supplier"": ""laborladen; NEVER use Li metal""}, {""element"": ""Sn"", ""precursor"": ""Sn"", ""name"": ""tin ingot"", ""mass_g"": 82.7, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Y"", ""precursor"": ""Y"", ""name"": ""yttrium metal"", ""mass_g"": 82.6, ""safety"": ""MODERATE"", ""supplier"": """"}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",9.7,MEDIUM,standard template applied,no precursor data for element Sb,Y: MODERATE — ,800,monoclinic,Cc,0.0048
Eu6O14Pb2,Eu6O14Pb2,"{""Eu"": 6, ""O"": 14, ""Pb"": 2}",rare_earth_oxide,rare-earth-containing oxide ceramic,,,,100,300,rare-earth cost; keep batches small,"[{""element"": ""Eu"", ""precursor"": ""Eu2O3"", ""name"": ""europium oxide"", ""mass_g"": 68.1, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich; expensive""}, {""element"": ""Pb"", ""precursor"": ""PbO"", ""name"": ""lead(II) oxide (litharge)"", ""mass_g"": 28.8, ""safety"": ""DANGEROUS"", ""supplier"": ""toxic; use only in enclosed glaze studio; NOT for food surfaces""}]","{""calcine_c"": 900, ""calcine_h"": 2, ""sinter_c"": 1200, ""sinter_range_c"": [1100, 1300], ""sinter_h"": 4, ""ramp"": ""3°C/min""}",103.59,MEDIUM,"3 elements, 1 rare; template applicable",[],Eu2O3: MODERATE — Sigma-Aldrich; expensive; PbO: DANGEROUS — toxic; use only in enclosed glaze studio; NOT for food surfaces,800,orthorhombic,Cmcm,0.0004
Co4Er10Ru1Sn1Tm2,Co4Er10Ru1Sn1Tm2,"{""Co"": 4, ""Er"": 10, ""Ru"": 1, ""Sn"": 1, ""Tm"": 2}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Co"", ""precursor"": ""Co"", ""name"": ""cobalt powder"", ""mass_g"": 19.1, ""safety"": ""MODERATE"", ""supplier"": ""IARC 2B, N95""}, {""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 135.7, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""Sn"", ""precursor"": ""Sn"", ""name"": ""tin ingot"", ""mass_g"": 9.6, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 27.4, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",9.4,MEDIUM,"5 elements, 2 rare; template applicable",no precursor data for element Ru,"Co: MODERATE — IARC 2B, N95; Er: MODERATE — Sigma; expensive; Tm: DANGEROUS — expensive",1200,monoclinic,C2/m,0.0016
Hg20Tb1Y13,Hg20Tb1Y13,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
La7Li12O48Tb5W8,La7Li12O48Tb5W8,"{""La"": 7, ""Li"": 12, ""O"": 48, ""Tb"": 5, ""W"": 8}",rare_earth_oxide,rare-earth-containing oxide ceramic,,,,100,300,rare-earth cost; keep batches small,"[{""element"": ""La"", ""precursor"": ""La2O3"", ""name"": ""lanthanum oxide"", ""mass_g"": 27.9, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich""}, {""element"": ""Li"", ""precursor"": ""Li2CO3"", ""name"": ""lithium carbonate"", ""mass_g"": 10.8, ""safety"": ""SAFE"", ""supplier"": ""laborladen €44.90/500g""}, {""element"": ""Tb"", ""precursor"": ""Tb4O7"", ""name"": ""terbium oxide"", ""mass_g"": 22.9, ""safety"": ""DANGEROUS"", ""supplier"": ""COST EXTREME ~$4000/kg, China export controlled 2025; consider substitution""}, {""element"": ""W"", ""precursor"": ""WO3"", ""name"": ""tungsten trioxide (yellow)"", ""mass_g"": 45.4, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich €40/100g; tungsten dust""}]","{""calcine_c"": 900, ""calcine_h"": 2, ""sinter_c"": 1200, ""sinter_range_c"": [1100, 1300], ""sinter_h"": 4, ""ramp"": ""3°C/min""}",112.13,MEDIUM,"5 elements, 1 rare; template applicable",[],"La2O3: MODERATE — Sigma-Aldrich; Tb4O7: DANGEROUS — COST EXTREME ~$4000/kg, China export controlled 2025; consider substitution; WO3: MODERATE — Sigma-Aldrich €40/100g; tungsten dust",1000,triclinic,P1,
Al1Ni1Sb4Sn2Zr10,Al1Ni1Sb4Sn2Zr10,"{""Al"": 1, ""Ni"": 1, ""Sb"": 4, ""Sn"": 2, ""Zr"": 10}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Al"", ""precursor"": ""Al"", ""name"": ""aluminum powder"", ""mass_g"": 3.1, ""safety"": ""MODERATE"", ""supplier"": ""dust explosion hazard, no open flame""}, {""element"": ""Ni"", ""precursor"": ""Ni"", ""name"": ""nickel shot/powder"", ""mass_g"": 6.8, ""safety"": ""DANGEROUS"", ""supplier"": ""IARC Group 1, N95""}, {""element"": ""Sn"", ""precursor"": ""Sn"", ""name"": ""tin ingot"", ""mass_g"": 27.6, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",1.19,MEDIUM,"5 elements, 0 rare; template applicable",no precursor data for element Sb; no precursor data for element Zr,"Al: MODERATE — dust explosion hazard, no open flame; Ni: DANGEROUS — IARC Group 1, N95",800,monoclinic,Cm,0.004
Bi8Co4Er14Tb6,Bi8Co4Er14Tb6,"{""Bi"": 8, ""Co"": 4, ""Er"": 14, ""Tb"": 6}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Bi"", ""precursor"": ""Bi"", ""name"": ""bismuth metal"", ""mass_g"": 64.3, ""safety"": ""SAFE"", ""supplier"": ""low-temp alloy use""}, {""element"": ""Co"", ""precursor"": ""Co"", ""name"": ""cobalt powder"", ""mass_g"": 9.1, ""safety"": ""MODERATE"", ""supplier"": ""IARC 2B, N95""}, {""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 90.0, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""Tb"", ""precursor"": ""Tb"", ""name"": ""terbium metal"", ""mass_g"": 36.7, ""safety"": ""DANGEROUS"", ""supplier"": ""EXTREME COST""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",8.72,MEDIUM,"4 elements, 2 rare; template applicable",[],"Co: MODERATE — IARC 2B, N95; Er: MODERATE — Sigma; expensive; Tb: DANGEROUS — EXTREME COST",1200,monoclinic,P2_1/m,0.003
Co1Fe3Zn1Zr1,Co1Fe3Zn1Zr1,"{""Co"": 1, ""Fe"": 3, ""Zn"": 1, ""Zr"": 1}",metal_pm_only,"Fe/Ni/Co-dominant, needs PM sintering (mp > kiln)",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Co"", ""precursor"": ""Co"", ""name"": ""cobalt powder"", ""mass_g"": 30.8, ""safety"": ""MODERATE"", ""supplier"": ""IARC 2B, N95""}, {""element"": ""Fe"", ""precursor"": ""Fe"", ""name"": ""iron powder -325 mesh"", ""mass_g"": 87.5, ""safety"": ""MODERATE"", ""supplier"": ""metal supplier; dust N95""}, {""element"": ""Zn"", ""precursor"": ""Zn"", ""name"": ""zinc ingot/powder"", ""mass_g"": 34.1, ""safety"": ""MODERATE"", ""supplier"": ""evaporates >907°C""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",2.59,MEDIUM,standard template applied,no precursor data for element Zr,"Co: MODERATE — IARC 2B, N95; Fe: MODERATE — metal supplier; dust N95; Zn: MODERATE — evaporates >907°C",1200,trigonal,R3m,0.0135
Eu16Li4Ni4,Eu16Li4Ni4,"{""Eu"": 16, ""Li"": 4, ""Ni"": 4}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Eu"", ""precursor"": ""Eu"", ""name"": ""europium metal"", ""mass_g"": 180.5, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Li"", ""precursor"": ""Li2CO3"", ""name"": ""lithium carbonate (NEVER elemental Li)"", ""mass_g"": 11.0, ""safety"": ""SAFE"", ""supplier"": ""laborladen; NEVER use Li metal""}, {""element"": ""Ni"", ""precursor"": ""Ni"", ""name"": ""nickel shot/powder"", ""mass_g"": 17.4, ""safety"": ""DANGEROUS"", ""supplier"": ""IARC Group 1, N95""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",10.88,MEDIUM,"3 elements, 1 rare; template applicable",[],"Eu: DANGEROUS — expensive; Ni: DANGEROUS — IARC Group 1, N95",800,cubic,F-43m,
Bi1Co4Er6Gd6Ru1,Bi1Co4Er6Gd6Ru1,"{""Bi"": 1, ""Co"": 4, ""Er"": 6, ""Gd"": 6, ""Ru"": 1}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Bi"", ""precursor"": ""Bi"", ""name"": ""bismuth metal"", ""mass_g"": 16.8, ""safety"": ""SAFE"", ""supplier"": ""low-temp alloy use""}, {""element"": ""Co"", ""precursor"": ""Co"", ""name"": ""cobalt powder"", ""mass_g"": 18.9, ""safety"": ""MODERATE"", ""supplier"": ""IARC 2B, N95""}, {""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 80.5, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""Gd"", ""precursor"": ""Gd"", ""name"": ""gadolinium metal"", ""mass_g"": 75.7, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",9.26,MEDIUM,"5 elements, 2 rare; template applicable",no precursor data for element Ru,"Co: MODERATE — IARC 2B, N95; Er: MODERATE — Sigma; expensive; Gd: DANGEROUS — expensive",1200,monoclinic,C2/m,
Ca2Cd1In1Ni4,Ca2Cd1In1Ni4,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
Er8Ga14Sc12Si2,Er8Ga14Sc12Si2,"{""Er"": 8, ""Ga"": 14, ""Sc"": 12, ""Si"": 2}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 92.0, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""Ga"", ""precursor"": ""Ga"", ""name"": ""gallium metal"", ""mass_g"": 67.1, ""safety"": ""DANGEROUS"", ""supplier"": ""EXPENSIVE, China controlled""}, {""element"": ""Sc"", ""precursor"": ""Sc"", ""name"": ""scandium metal"", ""mass_g"": 37.1, ""safety"": ""DANGEROUS"", ""supplier"": ""extremely expensive""}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 3.9, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",9.89,LOW,"3 rare elements, speculative composition",[],"Er: MODERATE — Sigma; expensive; Ga: DANGEROUS — EXPENSIVE, China controlled; Sc: DANGEROUS — extremely expensive",1200,monoclinic,P2_1/m,0.0035
La4Li1Si6Zn1,La4Li1Si6Zn1,"{""La"": 4, ""Li"": 1, ""Si"": 6, ""Zn"": 1}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""La"", ""precursor"": ""La"", ""name"": ""lanthanum metal"", ""mass_g"": 139.5, ""safety"": ""MODERATE"", ""supplier"": """"}, {""element"": ""Li"", ""precursor"": ""Li2CO3"", ""name"": ""lithium carbonate (NEVER elemental Li)"", ""mass_g"": 9.3, ""safety"": ""SAFE"", ""supplier"": ""laborladen; NEVER use Li metal""}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 42.3, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Zn"", ""precursor"": ""Zn"", ""name"": ""zinc ingot/powder"", ""mass_g"": 16.4, ""safety"": ""MODERATE"", ""supplier"": ""evaporates >907°C""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",8.74,MEDIUM,standard template applied,[],La: MODERATE — ; Zn: MODERATE — evaporates >907°C,1200,orthorhombic,Fmm2,0.0029
Er1Nb2O8Y1,Er1Nb2O8Y1,"{""Er"": 1, ""Nb"": 2, ""O"": 8, ""Y"": 1}",rare_earth_oxide,rare-earth-containing oxide ceramic,,,,100,300,rare-earth cost; keep batches small,"[{""element"": ""Er"", ""precursor"": ""Er2O3"", ""name"": ""erbium oxide"", ""mass_g"": 33.6, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich €45/25g; moderate cost""}, {""element"": ""Nb"", ""precursor"": ""Nb2O5"", ""name"": ""niobium pentoxide"", ""mass_g"": 46.6, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich""}, {""element"": ""Y"", ""precursor"": ""Y2O3"", ""name"": ""yttrium oxide"", ""mass_g"": 19.8, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich ~€10-30/kg""}]","{""calcine_c"": 900, ""calcine_h"": 2, ""sinter_c"": 1200, ""sinter_range_c"": [1100, 1300], ""sinter_h"": 4, ""ramp"": ""3°C/min""}",70.39,MEDIUM,"4 elements, 1 rare; template applicable",[],Er2O3: MODERATE — Sigma-Aldrich €45/25g; moderate cost; Nb2O5: MODERATE — Sigma-Aldrich; Y2O3: MODERATE — Sigma-Aldrich ~€10-30/kg,1000,monoclinic,C2,
Na1Nb8Sb1Se16,Na1Nb8Sb1Se16,"{""Na"": 1, ""Nb"": 8, ""Sb"": 1, ""Se"": 16}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Na"", ""precursor"": ""Na2CO3"", ""name"": ""sodium carbonate (NEVER elemental Na)"", ""mass_g"": 4.9, ""safety"": ""SAFE"", ""supplier"": ""supermarket; NEVER use Na metal (explosive with water)""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",0.01,MEDIUM,standard template applied,no precursor data for element Nb; no precursor data for element Sb; no precursor data for element Se,[],800,trigonal,P-3m1,0.0091
Co4Er7Y5,Co4Er7Y5,"{""Co"": 4, ""Er"": 7, ""Y"": 5}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Co"", ""precursor"": ""Co"", ""name"": ""cobalt powder"", ""mass_g"": 25.5, ""safety"": ""MODERATE"", ""supplier"": ""IARC 2B, N95""}, {""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 126.5, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""Y"", ""precursor"": ""Y"", ""name"": ""yttrium metal"", ""mass_g"": 48.0, ""safety"": ""MODERATE"", ""supplier"": """"}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",10.0,MEDIUM,"3 elements, 1 rare; template applicable",[],"Co: MODERATE — IARC 2B, N95; Er: MODERATE — Sigma; expensive; Y: MODERATE — ",100,triclinic,P1,0.0006
Ba1Hg1In2Sn1,Ba1Hg1In2Sn1,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
La1Nb6Nd1S12,La1Nb6Nd1S12,"{""La"": 1, ""Nb"": 6, ""Nd"": 1, ""S"": 12}",sulfide_other,general sulfide,,,,200,500,conservative default for unknown family,"[{""element"": ""La"", ""precursor"": ""La2O3"", ""name"": ""lanthanum oxide"", ""mass_g"": 26.6, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich""}, {""element"": ""Nb"", ""precursor"": ""Nb2O5"", ""name"": ""niobium pentoxide"", ""mass_g"": 130.2, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich""}, {""element"": ""Nd"", ""precursor"": ""Nd2O3"", ""name"": ""neodymium oxide"", ""mass_g"": 27.5, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich""}, {""element"": ""S"", ""precursor"": ""S"", ""name"": ""elemental sulfur"", ""mass_g"": 62.8, ""safety"": ""MODERATE"", ""supplier"": ""garden supply (Schwefelblüte) ~€5/kg""}]","{""peak_c"": null, ""why"": ""no template""}",33.18,MEDIUM,"4 elements, 1 rare; template applicable",no precursor data for element S,La2O3: MODERATE — Sigma-Aldrich; Nb2O5: MODERATE — Sigma-Aldrich; Nd2O3: MODERATE — Sigma-Aldrich; S: MODERATE — garden supply (Schwefelblüte) ~€5/kg,1000,trigonal,P312,
Cs19P16S48Tl13,Cs19P16S48Tl13,,excluded_toxic,toxic element in sulfide,,,,,,,,,,EXCLUDED,,,,,,,
Bi12Er8Tm3Y9,Bi12Er8Tm3Y9,"{""Bi"": 12, ""Er"": 8, ""Tm"": 3, ""Y"": 9}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Bi"", ""precursor"": ""Bi"", ""name"": ""bismuth metal"", ""mass_g"": 97.3, ""safety"": ""SAFE"", ""supplier"": ""low-temp alloy use""}, {""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 51.9, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 19.7, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Y"", ""precursor"": ""Y"", ""name"": ""yttrium metal"", ""mass_g"": 31.1, ""safety"": ""MODERATE"", ""supplier"": """"}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",8.05,MEDIUM,"4 elements, 2 rare; template applicable",[],Er: MODERATE — Sigma; expensive; Tm: DANGEROUS — expensive; Y: MODERATE — ,1200,triclinic,P1,0.0026
Be8Fe1V2W1,Be8Fe1V2W1,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
Pb5Sn1Zn2Zr10,Pb5Sn1Zn2Zr10,"{""Pb"": 5, ""Sn"": 1, ""Zn"": 2, ""Zr"": 10}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Pb"", ""precursor"": ""Pb"", ""name"": ""lead metal"", ""mass_g"": 94.3, ""safety"": ""DANGEROUS"", ""supplier"": ""toxic; historical solder alloys""}, {""element"": ""Sn"", ""precursor"": ""Sn"", ""name"": ""tin ingot"", ""mass_g"": 10.8, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Zn"", ""precursor"": ""Zn"", ""name"": ""zinc ingot/powder"", ""mass_g"": 11.9, ""safety"": ""MODERATE"", ""supplier"": ""evaporates >907°C""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",1.33,MEDIUM,standard template applied,no precursor data for element Zr,Pb: DANGEROUS — toxic; historical solder alloys; Zn: MODERATE — evaporates >907°C,400,orthorhombic,Amm2,
